smiles,dipm,gap,lumo,combined,pce_pcbm_sas,pce_pcdtbt_sas,pce_1,pce_2,sas,homo
c1ccc2c(c1)c1=C[SiH2]C=c1c1c2ncc2cc(-c3cccnc3)c3cscc3c12,1.15,1.875494157,-7.9388,10.0888,-0.436366715,-3.566381725,3.13001501,0,3.566381725,-6.063305843
[nH]1c2cc(cnc2c2[se]c3cc[se]c3c12)-c1scc2ccsc12,3.571,2.000846725,-7.7944,12.3654,-1.753005267,-4.230573218,2.477567951,0,4.230573218,-5.793553275
c1sc(-c2cnc3c(c2)c2nsnc2c2c3cnc3ccc4c[nH]cc4c23)c2ccoc12,3.34,0.02675427,-8.9122,12.39335427,-3.750067512,27.0317569,0,30.78182441,3.750067512,-8.88544573
c1[SiH2]c(cc1)-c1ccc(-c2sc(-c3ccccn3)c3[se]ccc23)c2ccccc12,2.216,1.687739889,-7.8197,11.0357,-1.096213541,-3.834406036,2.738192494,0,3.834406036,-6.131960111
c1sc(-c2cc3[se]c4c(c5c[nH]cc5c5ccc6nsnc6c45)c3s2)c2[SiH2]C=Cc12,5.864,1.35980095,-8.2404,15.1044,0.397903252,-4.652563264,5.050466516,0,4.652563264,-6.88059905
c1Cc(cc1)-c1sc(-c2ccc(s2)-c2cccc3cocc23)c2[se]ccc12,1.47,1.384060036,-8.0105,10.4805,-0.417659753,-3.859961859,3.442302106,0,3.859961859,-6.626439964
c1cc2[se]c3c(c4c[nH]cc4c4cc(-c5ccccc5)c5ccccc5c34)c2o1,4.231,2.180552486,-7.3194,12.5504,-2.035728516,-3.207908953,1.172180438,0,3.207908953,-5.138847514
c1cnc(s1)-c1ccc(-c2ccc(o2)-c2scc3cc[nH]c23)c2ccccc12,1.915,1.612580979,-7.8593,10.7743,-0.046646754,-2.930693808,2.884047055,0,2.930693808,-6.246719021
[SiH2]1C=Cc2c1c1cc3cnc(cc3cc1c1cscc21)-c1scc2cc[se]c12,1.407,0.32764078,-9.2683,11.11734078,-4.46278227,15.18436679,0,19.64714906,4.46278227,-8.94065922
[nH]1c(cc2[se]c3c(ncc4ccc5=C[SiH2]C=c5c34)c12)-c1cccc2=CCC=c12,1.955,1.383650838,-8.0551,11.0101,-0.767806979,-4.518226226,3.750419247,0,4.518226226,-6.671449162
c1cnc(s1)-c1cc2c3ccccc3c3c4ncccc4oc3c2c2ccccc12,1.556,2.03863691,-8.0358,10.5918,0.491554186,-2.650943264,3.14249745,0,2.650943264,-5.99716309
c1ccc(-c2cc3[se]c4c(cnc5ccc6ccccc6c45)c3s2)c2ccccc12,1.931,2.310784053,-7.7673,10.6983,-0.955005327,-2.875272494,1.920267167,0,2.875272494,-5.456515947
[nH]1-c2c(-c3c1ccc1cscc31)c1cocc1c1cc[nH]c21,5.402,2.08546393,-7.1623,13.5643,-2.635972636,-3.4447807,0.808808064,0,3.4447807,-5.07683607
c1cnc(s1)-c1cc2c3cscc3c3c4[se]ccc4sc3c2c2c[nH]cc12,3.972,1.633560266,-7.9273,12.8993,-0.765184039,-4.006546475,3.241362436,0,4.006546475,-6.293739734
c1sc(-c2ccc(-c3ncc(-c4scc5occc45)c4nsnc34)c3nsnc23)c2ccCc12,2.395,1.058924,-8.6882,12.0832,4.882038317,-3.962300549,8.844338866,0,3.962300549,-7.629276
[nH]1c2cc(C3=CC=CC3)c3c[nH]cc3c2c2c3nsnc3c3C=C[SiH2]c3c12,2.627,1.218808093,-7.882,11.509,-2.635043953,-4.470737928,1.835693975,0,4.470737928,-6.663191907
c1sc(c2[SiH2]C=Cc12)-c1cc2sc3cc4ccccc4cc3c2c2cscc12,0.438,1.710168601,-7.9989,9.4369,-0.23298117,-3.800919633,3.567938462,0,3.800919633,-6.288731399
c1ccc(s1)-c1cnc2cc3c(cc2c1)c1c[nH]cc1c1cccnc31,7.346,2.042517791,-7.6435,15.9895,-0.825685976,-2.827053158,2.001367182,0,2.827053158,-5.600982209
c1cc2ncc3c4oc(cc4ncc3c2cn1)-c1cccc2cocc12,3.859,1.746462798,-8.3346,13.1936,2.030843453,-3.070363809,5.101207262,0,3.070363809,-6.588137202
c1ccc(-c2sc(-c3ccc(s3)-c3cccc4cscc34)c3occc23)c2cocc12,0.701,1.462988491,-8.0062,9.7072,0.149204037,-3.408572686,3.557776723,0,3.408572686,-6.543211509
[nH]1c(cc2ncc3c4occc4c4cocc4c3c12)-c1cccnc1,5.248,2.273746411,-7.6559,13.9039,-1.486913994,-3.252918313,1.766004319,0,3.252918313,-5.382153589
c1ccc(o1)-c1cnc2c(c1)[se]c1c2[se]c2ccc3nsnc3c12,1.656,1.670739257,-8.475,11.131,2.133780707,-3.940515496,6.074296203,0,3.940515496,-6.804260743
C1C(=Cc2cnc3c4[SiH2]C=Cc4c4nsnc4c3c12)c1scc2C=C[SiH2]c12,2.01,1.574484922,-8.2734,11.2834,0.008784786,-5.164284936,5.173069722,0,5.164284936,-6.698915078
[nH]1c2cc([se]c2c2ncc3ccc4cocc4c3c12)-c1cccc2=C[SiH2]C=c12,3.779,1.345404601,-8.1141,12.8931,-0.291000114,-4.388158094,4.09715798,0,4.388158094,-6.768695399
c1cnc(C2=Cc3[se]c4c(cnc5ccc6=C[SiH2]C=c6c45)c3[SiH2]2)c2nsnc12,1.795,1.085672475,-8.682,11.477,3.923751998,-4.878443808,8.802195806,0,4.878443808,-7.596327525
c1cnc(s1)-c1cc2c3c[nH]cc3c3c4ncccc4c4=CCC=c4c3c2o1,1.627,1.66482945,-7.7068,10.3338,-1.501855508,-3.699072929,2.197217421,0,3.699072929,-6.04197055
c1cc2cnc3c(c4cocc4c4cc(-c5scc6CC=Cc56)c5cscc5c34)c2o1,2.61,1.79294683,-7.7992,11.4092,-1.321652274,-3.980060031,2.658407757,0,3.980060031,-6.00625317
c1ccc(o1)-c1cc2oc3cc4ccc5=CCC=c5c4cc3c2c2=C[SiH2]C=c12,1.442,1.30366973,-8.0439,10.4859,-0.540108181,-4.007725127,3.467616946,0,4.007725127,-6.74023027
C1C=Cc2sc3c(oc4cc(-c5scc6[se]ccc56)c5cocc5c34)c12,2.443,1.733288839,-7.8641,11.3071,-1.448030905,-4.39188156,2.943850656,0,4.39188156,-6.130811161
c1ccc(cc1)-c1sc(-c2sc(-c3cccc4c[SiH2]cc34)c3ccCc23)c2ccsc12,1.408,1.200397828,-8.1594,10.5674,0.121662286,-3.930237699,4.051899984,0,3.930237699,-6.959002172
[nH]1ccc2c1cc(-c1cccc3cscc13)c1cscc21,3.4,2.018388618,-7.4784,11.8784,-1.414786732,-2.977054609,1.562267878,0,2.977054609,-5.460011382
[nH]1cccc1-c1cc2cnc3c4[nH]ccc4c4ccccc4c3c2s1,0.17,2.393949419,-7.263,8.433,-1.982870563,-2.977413082,0.994542519,0,2.977413082,-4.869050581
c1ccc(nc1)-c1cc2sc3c(sc4ccc5c[nH]cc5c34)c2c2ccccc12,4.423,2.001835114,-7.5421,12.9651,-1.278056501,-3.018173675,1.740117174,0,3.018173675,-5.540264886
[nH]1c2C=C([SiH2]c2c2cc3ncccc3cc12)C1=CC=C[SiH2]1,4.278,1.479984257,-7.8669,13.1449,-1.722875807,-4.453993071,2.731117264,0,4.453993071,-6.386915743
c1cc2cnc3c4CC(=Cc4[se]c3c2s1)c1scc2nccnc12,1.544,1.191841957,-8.5736,11.1176,3.759385838,-4.006048189,7.765434027,0,4.006048189,-7.381758043
[nH]1ccc2[SiH2]c3cc(oc3-c12)-c1scc2[se]ccc12,3.012,1.815185788,-7.4978,11.5098,-3.254689817,-4.77557283,1.520883013,0,4.77557283,-5.682614212
c1sc(-c2cc3ccc4c(ccc5ccc6c[nH]cc6c45)c3o2)c2cc[nH]c12,3.005,1.29496009,-7.255,11.26,-3.225094358,-3.225094358,0,0,3.225094358,-5.96003991
c1ccc(s1)-c1cnc(s1)-c1ccc(-c2nccs2)c2ccccc12,2.343,1.909802984,-8.1623,11.5053,1.354196443,-2.544165082,3.898361525,0,2.544165082,-6.252497016
c1sc(c2CC=Cc12)-c1ccc2c(c1)oc1c3cnccc3oc21,2.204,2.433368577,-7.645,10.849,-1.747003051,-3.258780881,1.51177783,0,3.258780881,-5.211631423
c1cnc2c(c1)c1cscc1c1cc(ncc21)-c1cccc2=CCC=c12,1.957,1.590167961,-7.7911,10.7481,-0.684094552,-3.191514105,2.507419553,0,3.191514105,-6.200932039
C1C=c2ccc3c4ccccc4c4c5CC(=Cc5ccc4c3c2=C1)C1=CC=CC1,1.39,1.683660757,-7.5713,9.9613,-1.852563887,-3.470632561,1.618068674,0,3.470632561,-5.887639243
c1cnc(C2=Cc3cnc4c(c3C2)c2nsnc2c2ccc3nsnc3c42)c2nsnc12,2.082,1.181797379,-8.8008,11.8828,6.082816618,10.04912466,9.966330764,13.93263881,3.883514146,-7.619002621
c1ccc(o1)-c1sc(-c2ccc(o2)-c2cccc3c[SiH2]cc23)c2[se]ccc12,0.922,1.173776398,-8.1282,10.0502,-0.507275574,-4.18075844,3.673482866,0,4.18075844,-6.954423602
[nH]1c2cccnc2c2c3cocc3c3cc(-c4cccs4)c4=CCC=c4c3c12,4.155,1.466627292,-7.9457,13.1007,-0.394926472,-3.580169083,3.185242611,0,3.580169083,-6.479072708
[nH]1ccc2c1c1[nH]c3cc(-c4cccc5ccccc45)c4cocc4c3c1c1=C[SiH2]C=c21,4.656,1.648739179,-7.3237,12.9797,-3.343642614,-3.795549242,0.451906629,0,3.795549242,-5.674960821
c1sc(-c2ccc(o2)-c2ncc(-c3cccc4nsnc34)c3nsnc23)c2ccoc12,2.429,1.180236537,-8.7215,12.1505,5.649742636,-3.538713133,9.188455769,0,3.538713133,-7.541263463
c1cc2c3nsnc3c3c(ncc4cc(-c5ccc[se]5)c5ccccc5c34)c2o1,1.352,1.900732649,-8.2237,10.5757,0.661188134,-3.497220359,4.158408493,0,3.497220359,-6.322967351
c1sc(-c2ccc(cn2)-c2ncc(-c3ccccn3)c3nsnc23)c2cc[SiH2]c12,2.369,1.192429932,-8.7244,12.0934,5.441736534,-3.761266513,9.203003047,0,3.761266513,-7.531970068
c1c-c2c(-[s]1)c1cc3c4cCcc4ccc3cc1c1cscc21,1.253,2.001901836,-7.6176,9.8706,-1.381971311,-3.33708693,1.955115619,0,3.33708693,-5.615698164
[nH]1c2C=C[SiH2]c2c2sc3cc(sc3c12)-c1cccc2ccccc12,2.125,2.014464711,-7.4336,10.5586,-2.119867419,-3.561140496,1.441273078,0,3.561140496,-5.419135289
[nH]1ccc2c3cocc3c3c(cnc4cc(cnc34)-c3scc4C=C[SiH2]c34)c12,1.109,1.786077811,-7.8317,9.9407,-1.410662905,-4.202703699,2.792040794,0,4.202703699,-6.045622189
c1sc(-c2cc3ncc4c([se]c5ccc6c[nH]cc6c45)c3c3=CCC=c23)c2nccnc12,4.002,1.159376208,-8.3566,13.3586,1.445058838,-4.245102127,5.690160965,0,4.245102127,-7.197223792
c1Cc(cc1)-c1sc(-c2sc(-c3cccc4c[SiH2]cc34)c3nccnc23)c2ccCc12,2.74,0.82489171,-8.4022,12.08149171,0.080580559,-4.341279386,4.421859945,0,4.341279386,-7.57730829
c1sc(C2=Cc3oc4c(ncc5ccc6ccccc6c45)c3C2)c2cc[se]c12,1.247,1.666896522,-8.0082,10.2552,-0.121358497,-3.763004248,3.641645751,0,3.763004248,-6.341303478
c1cc2[se]c3c4[se]c(cc4c4ccccc4c3c2[se]1)-c1scc2ccoc12,1.651,1.834557197,-7.9405,10.5915,-1.119909803,-4.310035364,3.190125561,0,4.310035364,-6.105942803
c1ccc(cn1)-c1cc2cc3ccc4ccc5=CCC=c5c4c3cc2c2ccccc12,2.275,1.756678034,-7.7458,11.0208,-0.376451513,-2.815637202,2.43918569,0,2.815637202,-5.989121966
c1ccc2c(c1)c1nsnc1c1c3ccc(cc3c3=C[SiH2]C=c3c21)-c1cccnc1,2.117,1.474584444,-8.291,11.408,1.93937971,-3.463352494,5.402732204,0,3.463352494,-6.816415556
c1sc(-c2cc3[se]c4c5ccccc5[se]c4c3s2)c2[nH]ccc12,1.477,1.765296528,-7.8043,10.2813,-1.284465921,-3.967981913,2.683515993,0,3.967981913,-6.039003472
c1sc(c2[SiH2]C=Cc12)-c1cc2oc3c(oc4ccc5=CCC=c5c34)c2c2nsnc12,3.625,1.296322543,-8.3215,12.9465,1.112925747,-4.510318648,5.623244395,0,4.510318648,-7.025177457
c1sc(-c2sc(-c3scc4[nH]ccc34)c3occc23)c2[nH]ccc12,4.067,1.299692725,-7.6904,12.7574,-2.899214389,-3.765507804,0.866293415,0,3.765507804,-6.390707275
c1sc(-c2ccc3c(c2)c2=CCC=c2c2c4ncccc4c4=C[SiH2]C=c4c32)c2[nH]ccc12,2.135,1.309468464,-7.9414,11.0764,-1.491209362,-4.213812704,2.722603342,0,4.213812704,-6.631931536
c1sc(-c2[SiH2]c(cc2)-c2sc(-c3cncc4nsnc34)c3nccnc23)c2ccsc12,3.812,0.764414389,-8.852,13.54281439,5.777918533,15.86075928,10.02964755,20.11248829,4.251729014,-8.087585611
c1[SiH2]c(cc1)-c1ccc(-c2sc(-c3ccccn3)c3nccnc23)c2nsnc12,1.492,1.062184056,-8.6035,11.0955,4.123734221,-3.814446884,7.938181105,0,3.814446884,-7.541315944
C1C=Cc2c1c1oc3cc(-c4cccc5cscc45)c4cocc4c3c1c1ccccc21,1.138,1.887759672,-7.6807,9.8187,-1.185316735,-3.381813185,2.196496449,0,3.381813185,-5.792940328
c1sc(-c2ccc3c(c2)oc2c3c3nsnc3c3ccccc23)c2ccsc12,1.883,1.737206622,-8.1626,11.0456,1.178161144,-3.122789413,4.300950557,0,3.122789413,-6.425393378
C1C=CC=C1c1cc2c(c3c[nH]cc13)c1cnc3ccccc3c1c1=C[SiH2]C=c21,3.017,1.275269832,-7.8649,11.8819,-1.979948574,-3.983678715,2.003730141,0,3.983678715,-6.589630168
C1C=CC=C1c1cnc2c(c1)c1c[nH]cc1c1c3[se]ccc3cnc21,4.612,1.3145025,-8.2077,13.8197,0.794148783,-3.952954005,4.747102789,0,3.952954005,-6.8931975
c1ccc(-c2sc(-c3ncc(s3)-c3ncncn3)c3nccnc23)c2c[SiH2]cc12,5.835,0.874000897,-8.9553,15.7787009,-3.989680306,13.06992498,0,17.05960528,3.989680306,-8.081299103
[nH]1ccc2c1c1[se]c(cc1c1ccccc21)-c1cccnc1,3.247,2.261011697,-7.5657,11.8127,-1.419960164,-3.027587693,1.607627529,0,3.027587693,-5.304688303
c1sc(-c2[SiH2]c(cc2)-c2ncc(-c3scc4[nH]ccc34)c3nsnc23)c2[se]ccc12,3.076,0.880396596,-8.4095,12.4802966,0.253106655,-4.684083264,4.937189919,0,4.684083264,-7.529103404
c1ccc(s1)-c1ccc(-c2ccc(nc2)-c2scc3cc[se]c23)c2cCcc12,1.712,1.551105136,-7.9312,10.6432,-0.508381475,-3.722418534,3.214037059,0,3.722418534,-6.380094864
c1cc2[se]c3c(c2s1)c1=CCC=c1c1cc(ncc31)-c1scc2occc12,2.298,1.749504217,-8.0097,11.3077,-0.658443265,-4.238396047,3.579952782,0,4.238396047,-6.260195783
[nH]1c2cc(ccc2c2c3c[nH]cc3c3ccncc3c12)-c1ncncn1,3.249,0.743964773,-8.1503,12.25766477,-2.680143159,-3.049727714,0.369584556,0,3.049727714,-7.406335227
c1cnc(s1)-c1sc(-c2[SiH2]c(cc2)-c2ccccn2)c2nccnc12,1.376,1.017019251,-8.7323,11.1083,5.557349142,-3.725003852,9.282352993,0,3.725003852,-7.715280749
c1ccc(cn1)-c1sc(-c2cnc(s2)-c2cccc3cCcc23)c2occc12,2.742,1.360533412,-8.2307,11.9727,1.542700363,-3.436419633,4.979119995,0,3.436419633,-6.870166588
c1ccc(C2=Cc3cc4sc5ccc6ccccc6c5c4cc3C2)c2nsnc12,2.663,1.541225187,-8.3536,12.0166,2.751749536,-2.963849006,5.715598542,0,2.963849006,-6.812374813
c1ncc(s1)-c1cc2c(s1)c1oc3ccc4c[nH]cc4c3c1c1=C[SiH2]C=c21,6.522,1.369975955,-8.0033,15.5253,-0.920096837,-4.278549893,3.358453056,0,4.278549893,-6.633324045
[nH]1c2cc(sc2c2[nH]c3ccc4cscc4c3c12)-c1scc2sccc12,2.097,1.620228094,-7.7159,10.8129,-1.406129244,-3.581847833,2.175718589,0,3.581847833,-6.095671906
c1ccc([se]1)-c1[SiH2]c(cc1)-c1sc(-c2scc3cc[SiH2]c23)c2[nH]ccc12,3.226,1.076174286,-8.0658,12.2918,-2.640663182,-5.209555525,2.568892343,0,5.209555525,-6.989625714
c1ccc(s1)-c1cc2sc3c(c2s1)c1=CCC=c1c1ccc2ccccc2c31,2.15,1.653106051,-7.8914,11.0414,-0.143524309,-3.210844358,3.067320049,0,3.210844358,-6.238293949
c1cc2c(o1)c1sc(cc1c1=C[SiH2]C=c21)-c1scc2occc12,3.594,1.040679987,-7.8206,12.4146,-4.336877566,-4.336877566,0,0,4.336877566,-6.779920013
c1ncc(s1)-c1cc2c3cscc3c3c4cnccc4[se]c3c2c2cocc12,1.373,1.703725521,-8.328,10.701,1.2064486,-3.984796556,5.191245155,0,3.984796556,-6.624274479
c1cnc2c(c1)ncc1c3ncc(cc3c3cocc3c21)-c1cccc2cocc12,2.431,1.637073013,-8.0173,11.4483,0.434360388,-3.266758648,3.701119036,0,3.266758648,-6.380226987
[nH]1c2cc(ccc2c2ccc3ccncc3c12)-c1scc2[SiH2]C=Cc12,1.891,2.539892144,-7.3624,10.2534,-2.518126265,-3.527891852,1.009765587,0,3.527891852,-4.822507856
c1ncc(s1)-c1ccc(cn1)-c1sc(-c2cccc3cCcc23)c2nccnc12,5.345,1.016084969,-8.6355,14.9805,4.719368197,-3.472117441,8.191485638,0,3.472117441,-7.619415031
c1sc(-c2sc(-c3ncc(s3)-c3scc4sccc34)c3occc23)c2cc[nH]c12,5.863,1.227787623,-8.1606,15.0236,0.315071766,-3.841801792,4.156873558,0,3.841801792,-6.932812377
c1sc(-c2cc3ccc4c(cnc5ccc6=C[SiH2]C=c6c45)c3s2)c2cc[nH]c12,4.546,0.791224814,-8.2656,13.71722481,-1.544649058,-3.928535017,2.383885959,0,3.928535017,-7.474375187
c1sc(c2[SiH2]C=Cc12)-c1cc2cnc3c4ccccc4c4c[nH]cc4c3c2c2c[nH]cc12,6.156,2.173308643,-7.2516,14.4076,-3.018223588,-4.053576646,1.035353058,0,4.053576646,-5.078291357
c1sc(-c2cnc3cc4c(ccc5ccc6cscc6c45)cc3c2)c2nccnc12,2.895,1.041576538,-8.6523,12.5473,5.297555026,-3.131081725,8.428636751,0,3.131081725,-7.610723462
[nH]1c(cc2[nH]c3c([se]c4ccc5ccccc5c34)c12)-c1cccnc1,3.199,0.445560012,-8.4576,12.21656001,-2.488669803,-3.111635852,0.622966048,0,3.111635852,-8.012039988
c1cnc2c3ccc(cc3c3=CCC=c3c2c1)-c1cccc2cscc12,2.514,2.165881747,-7.5901,11.1041,-1.298069384,-3.056863809,1.758794425,0,3.056863809,-5.424218253
[nH]1ccc2sc3cc4cc(cnc4cc3c12)-c1cccs1,0.916,2.069281844,-7.734,9.65,-0.636801601,-2.856944719,2.220143118,0,2.856944719,-5.664718156
c1cc2ccc3c(c4nsnc4c4cc(-c5ncncn5)c5cscc5c34)c2o1,3.797,1.680507645,-8.5434,13.3404,2.909940007,-3.504522216,6.414462223,0,3.504522216,-6.862892355
c1ccc(cc1)-c1cc2ncc3ccc4cscc4c3c2c2cocc12,1.365,2.119348438,-7.7637,10.1287,-0.718671862,-2.948393395,2.229721533,0,2.948393395,-5.644351562
[nH]1cccc1-c1ccc2c3ccc4ccccc4c3c3=CCC=c3c2c1,2.666,2.040187126,-7.4124,11.0784,-1.505853256,-2.894945466,1.38909221,0,2.894945466,-5.372212874
C1C=CC=C1C1=Cc2sc3c4[SiH2]C=Cc4c4cscc4c3c2[SiH2]1,0.87,1.340442785,-7.9019,9.7719,-2.548925744,-5.103272214,2.55434647,0,5.103272214,-6.561457215
C1C=Cc2c1c1[se]c3cc(-c4scc5cc[se]c45)c4cscc4c3c1c1cocc21,2.026,0.581401259,-8.5064,11.22820126,-1.351552503,-4.700978648,3.349426145,0,4.700978648,-7.924998741
c1cc2c(o1)c1oc3cc(-c4scc5cc[nH]c45)c4ccccc4c3c1c1ccccc21,2.2,1.94155024,-7.5153,10.7153,-1.403055496,-3.064567512,1.661512016,0,3.064567512,-5.57374976
[nH]1c2cc(-c3ccccn3)c3cocc3c2c2c3cocc3c3ccc4nsnc4c3c12,2.222,1.273793099,-8.3213,11.5433,2.006520042,-3.590464627,5.596984669,0,3.590464627,-7.047506901
[nH]1ccc2cc3cnc4cc(-c5nccc6nsnc56)c5cocc5c4c3cc12,4.856,1.274367688,-8.481,14.337,3.512111245,-3.425097813,6.937209057,0,3.425097813,-7.206632312
c1cc2c3c[nH]cc3c3c(ncc4cc(-c5scc6[nH]ccc56)c5cscc5c34)c2[se]1,9.691,0.032448325,-8.8096,18.64744833,-4.118503704,28.84244018,0,32.96094388,4.118503704,-8.777151675
[nH]1c2cc(ccc2c2c1c1cnccc1c1=CCC=c21)-c1scc2C=C[SiH2]c12,0.816,1.965422673,-7.5865,9.4025,-2.205535928,-4.082505896,1.876969969,0,4.082505896,-5.621077327
[nH]1c2cc(ccc2c2[se]c3ccc4c[nH]cc4c3c12)-c1cncs1,3.854,0.270488375,-8.8342,13.07308837,0.812846039,25.08592269,4.513765382,28.78684203,3.700919342,-8.563711625
[nH]1c(cc2c3nsnc3c3c4ccccc4[nH]c3c12)-c1scc2ccsc12,6.402,1.904201099,-7.764,15.166,-0.899489048,-3.374170406,2.474681359,0,3.374170406,-5.859798901
c1ccc(-c2ccc(-c3sc(-c4ncncn4)c4[nH]ccc34)c3c[SiH2]cc23)c2cscc12,4.198,1.152306455,-8.382,13.58,1.82971966,-4.080504531,5.910224191,0,4.080504531,-7.229693545
[nH]1c2ccc3cocc3c2c2sc3cc(-c4cccc5=C[SiH2]C=c45)c4ccccc4c3c12,3.155,1.461381874,-8.0057,12.1607,-0.201871496,-3.754263185,3.552391689,0,3.754263185,-6.544318126
[nH]1c2ccc3=CCC=c3c2c2c3cocc3c3cc([se]c3c12)-c1ncncn1,3.56,0.649972484,-8.8388,13.16317248,4.858714449,17.98611412,9.12179562,22.24919529,4.263081171,-8.188827516
[nH]1c-2c(Cc3cc(-c4cccnc4)c4cocc4c-23)c2ncccc12,4.528,1.968886708,-7.6919,13.2199,-0.927009322,-3.122866005,2.195856683,0,3.122866005,-5.723013292
[nH]1c2cc(C3=CC=CC3)c3ccccc3c2c2oc3ccc4nsnc4c3c12,2.19,1.493498688,-8.1704,11.3604,1.334480551,-3.27898227,4.613462821,0,3.27898227,-6.676901312
c1sc(-c2ccc([se]2)-c2sc(-c3cccc4cscc34)c3ccCc23)c2[SiH2]ccc12,2.365,1.631074059,-7.912,11.277,-1.401436032,-4.564580187,3.163144155,0,4.564580187,-6.280925941
[nH]1c2C=CCc2c2c1c1cnc(cc1c1=CCC=c21)-c1scc2ccsc12,2.058,1.751792067,-7.5435,10.6015,-2.420540446,-4.034091774,1.613551328,0,4.034091774,-5.791707933
c1sc(-c2cc3c(s2)c2ncc4ccc5c[nH]cc5c4c2c2=C[SiH2]C=c32)c2nccnc12,6.574,1.145567719,-8.3438,15.9178,1.358751342,-4.173615589,5.532366931,0,4.173615589,-7.198232281
c1ccc(cn1)-c1sc(c2[SiH2]ccc12)-c1cnc(-c2cncc3nsnc23)c2nsnc12,1.742,1.080383762,-8.9695,11.7115,-4.126948281,9.752243157,0,13.87919144,4.126948281,-7.889116238
[nH]1ccc2[SiH2]c3c(sc4cc(ccc34)-c3cncc4nsnc34)-c12,4.186,1.093510341,-8.5398,13.7258,3.483103919,-3.848655881,7.3317598,0,3.848655881,-7.446289659
c1sc(c2C=CCc12)-c1cc2cnc3c(ccc4ccc5=C[SiH2]C=c5c34)c2c2cocc12,2.43,1.485658783,-7.9482,11.3782,-0.992822442,-4.224764146,3.231941704,0,4.224764146,-6.462541217
[SiH2]1C=Cc2c1c1c3cocc3c3cc(cnc3c1c1cscc21)-c1ccc[se]1,0.936,1.633427843,-7.9749,9.9109,-1.059330739,-4.543289413,3.483958674,0,4.543289413,-6.341472157
[nH]1c2ccc3nsnc3c2c2[nH]c3cc(-c4cccc5ccccc45)c4nsnc4c3c12,0.46,1.657858266,-8.1544,9.6144,1.221122453,-3.171002608,4.39212506,0,3.171002608,-6.496541734
c1cnc2c(ccc3c4cnc(cc4c4cscc4c23)-c2cccc3=C[SiH2]C=c23)c1,1.821,1.383583268,-8.0244,10.8454,-0.07019235,-3.607410956,3.537218606,0,3.607410956,-6.640816732
c1cc2cc3c4cocc4c4cc(sc4c3cc2s1)-c1scc2occc12,1.086,1.842728419,-7.8968,9.9828,-0.538649655,-3.549334509,3.010684854,0,3.549334509,-6.054071581
c1cc2c3cscc3c3cc(cnc3c2s1)-c1scc2ccoc12,1.6,2.088696246,-7.8547,10.4547,-0.806203149,-3.323663573,2.517460424,0,3.323663573,-5.766003754
c1ccc2c(c1)sc1c2sc2cc(-c3cncc4nsnc34)c3cscc3c12,2.435,1.257735848,-8.7425,12.1775,5.899228368,-3.361813589,9.261041957,0,3.361813589,-7.484764152
c1sc(-c2cc3ccc4c(sc5ccc6nsnc6c45)c3c3=C[SiH2]C=c23)c2[se]ccc12,7.198,1.043128494,-8.7193,16.9173,4.729634545,-4.438513629,9.168148174,0,4.438513629,-7.676171506
c1cc2cc3cc4cnc(cc4cc3cc2c2nsnc12)-c1ncncn1,3.603,1.51975863,-8.6609,13.2639,4.772440062,-3.009655876,7.782095938,0,3.009655876,-7.14114137
c1cc2c3cocc3c3c4sc(cc4c4cocc4c3c2s1)-c1scc2[se]ccc12,1.331,1.584452706,-8.0608,10.3918,-0.264930015,-4.21377711,3.948847095,0,4.21377711,-6.476347294
c1sc(c2CC=Cc12)-c1cc2sc3c(c4nsnc4c4cccnc34)c2c2=CCC=c12,0.539,1.317309358,-8.2033,9.7423,0.650168598,-4.06754688,4.717715478,0,4.06754688,-6.885990642
[nH]1c2cc(sc2c2[se]c3ccc4cocc4c3c12)-c1ccc[se]1,2.612,1.918243474,-7.7098,11.3218,-2.029275305,-4.312682917,2.283407611,0,4.312682917,-5.791556526
[nH]1c2ccc3=CCC=c3c2c2sc3cc(-c4cncc5nsnc45)c4ccccc4c3c12,3.809,0.826929217,-8.5666,13.31692922,2.983238761,-3.549569435,6.532808196,0,3.549569435,-7.739670783
[nH]1c(ccc1-c1[SiH2]c(cc1)-c1nccs1)-c1[SiH2]ccc1,2.293,1.293805454,-7.9962,11.2892,-1.79511763,-4.868465795,3.073348166,0,4.868465795,-6.702394546
c1cnc(s1)-c1ccc(-c2ncncn2)c2cscc12,2.657,1.625831011,-8.6426,12.2996,4.21261361,-3.005470411,7.218084021,0,3.005470411,-7.016768989
c1cc2c3c[nH]cc3c3c(sc4cc(-c5ccc[se]5)c5cocc5c34)c2s1,4.085,1.809703039,-7.6586,12.7436,-1.948587851,-4.059813141,2.11122529,0,4.059813141,-5.848896961
[SiH2]1C=Cc2oc3cc(-c4scc5cc[se]c45)c4cocc4c3c12,0.773,2.099712869,-7.6757,9.4487,-2.857356404,-4.889517699,2.032161295,0,4.889517699,-5.575987131
[nH]1cccc1-c1cc2cnc3cc4ccc5ccccc5c4cc3c2s1,2.846,2.084159896,-7.7403,11.5863,-0.459334314,-2.677493395,2.218159081,0,2.677493395,-5.656140104
C1C=CC=C1C1=Cc2c([SiH2]1)c1ncc3C=C[SiH2]c3c1c1c[nH]cc21,7.953,0.514336726,-7.7618,16.34353673,-5.028728958,-5.028728958,0,0,5.028728958,-7.247463274
