smiles,1syh score,4lde score,6y2f score,time (s)
O=C1C(CC(C(C)(C)C)CC1)C1CC(=O)N(C1=O)c1ccc(OC)cc1,3.9,-10.0,-6.5,28.35885429382324
O=C1N(C(=O)C2C1C1C(CCC(C1)C(C)(C)C)c1c2[nH]c2c1cccc2)CCOC,19.8,-1.0,-7.5,27.13707590103149
O=C1c2c3n(c4c(c3ccc2C(=O)C=C1)cccc4)Cc1ccc([N+](=O)[O-])cc1,5.7,-6.6,-7.8,27.43234157562256
N1(Cc2c(/C/1=N\c1ccccc1)cccc2)c1ccccc1,-2.4,-7.5,-7.5,14.79873275756836
[O-][N+](=O)c1cc(N2Cc3c(/C/2=N\c2cc([N+](=O)[O-])ccc2)cccc3)ccc1,5.4,-7.0,-8.0,30.12984800338745
O=C1C2=C(NC3=C(C2c2ccc([N+](=O)[O-])cc2)C(=O)CC(C3)(C)C)CC(C1)(C)C,10.4,7.7,-7.9,23.8159248828888
S1C(Nc2c1cccc2)C1N2C(OC1C1Sc3c(N1)cccc3)CCC2,4.4,-7.9,-7.5,25.827136278152462
O=c1n(NC(=O)CNc2cc([N+](=O)[O-])ccc2)c(nc2c1cccc2)c1ccccc1,0.0,-7.5,-7.7,60.23476696014404
S1C(c2c(n(nc2C)C(=O)Cc2ccccc2)N=C1N)c1ccccc1,2.2,-10.0,-7.6,23.84608149528504
S1C(c2c(n(nc2C)C(=O)Cc2ccccc2)N=C1N)c1c(O)cccc1,2.0,-10.0,-8.0,26.824401140213013
S1C(c2c(n(nc2C)C(=O)Cc2ccccc2)N=C1N)c1ccc([N+](=O)[O-])cc1,4.2,-7.5,-7.6,36.442111015319824
S1C(c2c(n(nc2C)C(=O)Cc2ccccc2)N=C1N)c1ccc(O)cc1,6.1,-8.6,-8.0,27.61919617652893
S1C(c2c(n(nc2C)C(=O)Cc2ccccc2)N=C1N)c1c([N+](=O)[O-])cccc1,12.4,-9.3,-7.6,37.56050062179565
S1C(c2c(n(nc2C)C(=O)Cc2ccccc2)N=C1N)c1ccc(N(C)C)cc1,9.0,-6.6,-7.5,36.76599884033203
S1C(c2c(n(nc2C)C(=O)Cc2ccccc2)N=C1N)c1c(O)cc(O)cc1,4.0,-8.0,-8.1,30.63500189781189
S1C(c2c(n(nc2C)C(=O)Cc2ccccc2)N=C1N)c1c(O)c2c(cc1)cccc2,8.3,-8.2,-8.4,35.65854525566101
S1C(c2c(n(nc2C)C(=O)Cc2ccccc2)N=C1N)c1cc(OC)c(O)cc1,4.3,-8.4,-8.1,37.524943351745605
Oc1c(N=O)c2c(c(Nc3cccnc3)c1)cccc2,-7.7,-10.0,-6.5,14.355637311935425
O=C(NNC(=O)Cc1ccccc1)c1c(nc(c(c1)C(=O)NNC(=O)Cc1ccccc1)C)C,77.9,-10.0,-7.1,72.96316003799438
s1c(c(nc1N)C)C(=O)Nc1[nH]ncn1,-9.1,-7.2,-5.6,8.031649589538574
O=C(NNC(=O)c1ccccc1)C1=C(NC(=C(C1)C(=O)NNC(=O)c1ccccc1)C)C,134.1,-8.1,-7.5,52.46622753143311
s1c(nc(CC(=O)Nc2ccccc2)c1)/N=N/c1c2c([nH]c1O)cccc2,6.9,-9.9,-7.4,34.901227712631226
O=C1[C@H]2C3[C@@]([C@H](CC3)C(CCC(=O)O)C)(CCC2[C@@]2([C@H](C1)CC(O)CC2)C)C,7.5,-10.0,-7.2,23.679386138916016
Clc1ccc(C2SC(=Nc3n(nc(c23)C)C(=O)c2ccc(Cl)cc2)N)cc1,23.4,-9.0,-7.5,23.78834724426269
S1C(c2c(n(nc2C)C(=O)c2c(O)cccc2)N=C1N)c1ccccc1,5.2,-9.9,-7.4,23.09329009056092
S1C(c2c(n(nc2C)C(=O)c2c(O)cccc2)N=C1N)c1c(O)cccc1,6.5,-10.0,-7.5,25.03622269630432
S1C(c2c(n(nc2C)C(=O)c2c(O)cccc2)N=C1N)c1c(O)cc(O)cc1,10.5,-8.9,-7.6,30.14301085472107
S1C(c2c(n(nc2C)C(=O)c2c(O)cccc2)N=C1N)c1ccc(cc1)C,15.9,-8.9,-7.5,25.842422008514404
S1C(c2c(n(nc2C)C(=O)c2c(O)cccc2)N=C1N)c1c(O)c2c(cc1)cccc2,31.1,-3.6,-7.9,34.482656955718994
Clc1c(N2CCN(CC2)c2ncccc2)c(O)c2c(c1O)C(=O)C=CC2=O,33.8,-8.3,-7.5,22.40877056121826
Oc1c2c(c(O)cc1)C(=O)C(=O)C=C2O,-9.4,-9.5,-6.4,5.8056395053863525
OC(=O)c1ccc(cc1)c1n[nH]nn1,-9.9,-8.3,-5.4,7.90093207359314
n12nnnc2nnc2c3c(ccc12)cccc3,-9.0,-9.1,-6.1,6.299049615859985
S(Cc1ccccc1)c1n[nH]nn1,-8.7,-7.6,-5.1,7.9702534675598145
O=C(N)c1nn(nn1)c1ccccc1,-8.8,-7.7,-5.5,8.042367935180664
S(=O)(=O)(Nn1nnnc1N)c1ccc(cc1)C,-9.9,-8.8,-6.0,12.390419721603394
O1c2c(OC1)ccc(CN(NC(=O)N)N=O)c2,-9.2,-8.0,-5.9,11.723475694656372
Clc1cc(CN(NC(=O)N)N=O)ccc1,-9.8,-7.9,-5.3,12.022783994674684
Brc1ccc(CN(NC(=O)N)N=O)cc1,-8.8,-7.3,-5.1,12.551570177078249
s1c2c(c(=O)[nH]c(c2)C(=O)O)cc1,-9.2,-7.6,-5.3,6.447275638580322
OC(=O)c1nc(c(c([N+](=O)[O-])c1)C)C,-8.6,-7.5,-5.0,7.581304311752319
Clc1cc(c2[nH]c3c(n(c(=O)n(c3=O)C)C)n2)ccc1Cl,3.4,-10.0,-6.6,10.3918616771698
Clc1cc(N2C(=O)C(S(=O)(=O)c3ccc(cc3)C)CC2=O)ccc1F,-2.4,-10.0,-6.6,24.3477590084076
s1c(NC(=O)Cc2c3c([nH]c2)cccc3)nnc1,-8.8,-8.7,-6.3,12.813226699829102
s1c(N2C(=O)c3c(C2=O)cccc3)nnc1,-8.9,-8.4,-5.8,7.8004677295684814
S(=O)(=O)(N)c1ccc(CN2C(=O)c3c(C2=O)cccc3)cc1,-1.0,-10.0,-6.7,16.768540620803833
OC1(CC(O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC(C)C)C(=O)C,24.7,-3.3,-7.9,23.35379314422608
s1c2c(c3nnnc(OC)c13)cccc2,-8.6,-7.0,-5.4,6.552566051483154
s1c2c(nnnc2NC)c2c1cccc2,-8.6,-7.0,-5.7,6.794635057449341
s1c2c(c3nnnc(NN)c13)cccc2,-9.4,-8.4,-6.0,6.967956781387329
S(=O)(=O)(NC(Cc1[nH]c2c(n1)cccc2)c1[nH]c2c(n1)cccc2)c1ccccc1,1.9,-8.3,-7.8,52.196160316467285
O1CC(CC1=O)C(=O)c1cc2OCOc2cc1,-8.9,-8.5,-6.0,8.38174319267273
S(=O)(=O)(Nc1n[nH]nc1)c1ccccc1,-9.4,-7.7,-5.3,9.224262237548828
S(=O)(=O)(Nc1n[nH]nc1)c1ccc(cc1)C,-8.9,-8.1,-5.5,10.059420824050903
Clc1c(NC2=NCCN2C(=O)CC(=O)c2ccc(Cl)cc2)c(Cl)ccc1,0.1,-10.0,-6.5,32.59454131126404
o1nc(c2c1cccc2)CC(=O)N,-8.9,-7.4,-6.0,7.273962497711182
Clc1cc(C2C(=O)c3c(C2=O)cccc3)cc(Cl)c1O,-2.1,-9.9,-6.6,11.8090558052063
O=C1C2CC3C(C1)(c1[nH]c4c(c1CC3NC2(C)C)cccc4)C,4.6,-6.6,-7.5,9.441121816635132
O(c1c(cc([N+](=O)[O-])c(CC(=O)C(=O)O)c1)C)C,-9.6,-8.4,-5.6,12.951102256774902
O(c1c(cc([N+](=O)[O-])c(c1)CC(=O)O)C)C,-8.6,-8.2,-5.3,11.267855882644652
O(N=C(c1ccccc1)c1ccccc1)C(=O)Nc1ccccc1,1.8,-9.9,-6.5,29.130812644958496
FC(F)(F)c1ccc(NC(=O)NC(=O)c2c(F)cccc2)cc1,19.7,-9.9,-6.5,16.706533670425415
O1C(C2N(CCN2c2ccccc2)c2ccccc2)C(O)C(NC(=O)C)CC1OC,5.2,-2.0,-7.6,44.74237108230591
O1C(n2c3ncnc4N(N=C(N)c(c2)c34)C)C2OC(OC2C1CO)(C)C,2.4,-7.8,-7.5,22.417695999145508
Oc1c(=O)[nH]c(CN2CCCCC2)cc1,-8.7,-7.6,-5.7,9.03434157371521
O=C1C(CCC1C(=O)N)(c1ccccc1)c1ccccc1,-4.7,-9.9,-6.3,16.30025839805603
OC1(C2NCCc3c2cccc3)CCN(CC1)CCc1ccccc1,3.1,-10.0,-6.6,24.60540246963501
S(CCC(=O)N1CCN(CC1)C)c1oc(c(n1)c1ccccc1)c1ccccc1,4.0,-8.6,-7.6,52.29823708534241
o1c2CC(Cc2c(=O)n(/c/1=N/c1ccccc1)c1ccccc1)(C)C,3.1,-3.8,-8.0,19.97331404685974
o1c2CC3(CCCCC3)Cc2c(=O)n(/c/1=N/c1ccccc1)c1ccccc1,21.9,-2.4,-7.8,22.19375467300415
Clc1cc(c(NC(=O)c2c(N)cccc2)cc1)C(=O)O,-5.7,-10.0,-6.4,13.877907514572144
O=c1n(c(=O)n(c2nc(cc(c12)c1ccccc1)c1ccccc1)C)C,5.1,-4.9,-7.6,21.60291886329651
O1C2(O)C3C4(C(C(C2O)C)CC(=O)OC4CC2C3(C(O)C(=O)C=C2C)C)C1,1.3,-3.5,-8.6,11.026103496551514
O1C2C(OC(CC2O)C(=O)O)C(O)C1n1c2ncnc(N)c2nc1,-0.7,-9.1,-7.7,21.39333915710449
P1(=O)(OC2C(OC(n3c4nc(n5c(ncc5)c4nc3)C)C2O)CO1)O,7.3,-8.9,-7.6,18.56441903114319
Brc1c(C(=O)N(c2c3c(ccc2)cccc3)C)cc2OCOc2c1,6.1,-8.5,-7.5,16.567002058029175
OC1(CC2C(CC1)CCCC2)c1ccccc1,-6.0,-9.9,-6.2,8.919662714004517
O=C(Nc1[nH]c(c(c1C#N)C)C)C(=O)O,-8.6,-7.1,-5.4,9.381093740463257
o1c(c(c(c1NC(=O)C(=O)O)C#N)C)C,-8.7,-7.3,-5.3,10.52954649925232
S(C1=CC(=O)c2c(C1=O)c(O)ccc2)c1cc2c(cc1)cccc2,4.3,-9.9,-7.2,17.167481899261475
O=C1C(=CC(=O)C(=C1)C)CC(NC(=O)C)C,-8.7,-8.4,-5.5,10.509826421737673
S1CCC(=O)N(c2ccc(/N=N/c3ccccc3)cc2)C1=S,13.2,-10.0,-6.0,16.005940914154053
Clc1cc(C2=C(N)C3(CC2=O)C=CC(=O)C=C3)ccc1,0.3,-9.8,-6.6,10.940184354782104
O1c2cc(C(O)Cc3nnccc3)ccc2OC1,-8.6,-9.1,-6.0,10.474233627319336
O(c1ccc([N+](=O)[O-])cc1)c1nc2n(cccc2)c(=O)n1,-3.4,-10.0,-6.4,14.584915399551392
S(=O)(=O)(c1ccc(NCN2CCCCC2)cc1)c1ccc([N+](=O)[O-])cc1,2.4,-9.9,-6.9,34.523032426834106
O1N2C(C3C1Cc1c3cccc1)c1c(CC2)cccc1,-1.9,-10.0,-6.6,7.982775449752808
O(c1c2c([nH]c3c(c2=O)cccc3)c([N+](=O)[O-])cc1)c1ccc(cc1)C,4.5,-8.9,-7.6,23.544427156448364
[Si](OCCN(C)C)(c1ccc(F)cc1)(c1ccccc1)C,-5.6,-9.9,-7.0,22.65463924407959
O=C(CC(N)C(=O)O)c1ccc(O)cc1,-9.7,-8.1,-5.8,10.745762348175049
O1c2c(CC=C1)cc1c(oc(=O)cc1)c2O,-8.9,-8.6,-6.2,6.249822378158569
FC(F)(F)c1cc(N)c(c2[nH]ncc2)cc1,-9.7,-8.4,-5.6,9.943350315093994
Oc1c(N(CCO)C)cc2N(c3c(Nc2c1)cccc3)C1=CC(=O)C(=CC1=O)N(CCO)C,12.0,-3.6,-7.6,53.98725986480713
O1C(c2c(-c3c1cc1oc(cc(=O)c1c3)C(=O)O)ccc(OC)c2)(C)C,8.8,-8.5,-7.9,14.965657472610474
O1Cc2c(C(O)(CC)C1=O)cc1-c3c(Cn1c2=O)cccc3,2.5,-10.0,-7.0,10.255273580551147
O=C1N(CCN1C(=O)NCc1ccccc1)c1ccccc1,12.3,-9.9,-6.6,15.67161464691162
o1c2c(c(cc1=O)C(=O)O)c(=O)oc(c2)C,-9.4,-8.4,-5.5,7.959134340286255
Clc1cc2-c3n(CC(=O)N(c2cc1)C)c(=O)c(=O)n(n3)Cc1ccccc1,4.2,-7.1,-7.7,19.34144639968872
O1CC(C(=O)c2c1cc1OC(C=Cc1c2O)(C)C)c1cc(c(O)cc1O)CC=C(C)C,15.5,-6.4,-7.8,37.3328070640564
O1CC(Cc2c1cc(OCc1ccccc1)cc2)c1cc2OCOc2cc1O,5.8,-9.2,-8.1,34.69240117073059
O=c1n(c(=O)nc2-c1nc1c(n2c2cc(c(cc2)C)C)cccc1)C,1.2,-2.7,-7.6,16.743894338607788
Clc1cc(n2c3c(nc4-c2nc(=O)n(c4=O)C)cccc3)ccc1Cl,1.8,-6.2,-7.6,15.173071384429932
OC(CCc1cc(cnc1)C(=O)N)C(=O)O,-8.8,-8.2,-5.9,13.667126417160034
s1c(C(=O)N2CCCCC2)c(nc1SCc1ccccc1)N,-3.1,-9.9,-6.3,21.092341899871823
O(c1cc(c2nn(c3c2C(=O)C=CC3=O)C)ccc1OC)C,-1.4,-9.9,-6.2,13.380825519561768
O1C[C@H]2[C@@H]([C@@H](c3c(C2)cc2OCOc2c3)c2cc3OCOc3c(OC)c2)C1=O,5.1,-9.9,-7.4,22.371434450149536
Clc1c2c(c[nH]c2cc(Cl)c1)CC(=O)O,-8.7,-7.9,-5.4,8.861758470535278
Clc1c2c(c[nH]c2c(Cl)cc1)CC(=O)O,-8.9,-7.8,-5.4,9.156661748886108
Clc1c(n2ncc(c2N)C#N)cc(Cl)cc1,-9.2,-7.6,-5.2,9.75020694732666
FC(F)(F)c1nc(NNc2nc(cc(n2)C)C(F)(F)F)nc(c1)C,-5.6,-9.9,-7.2,23.13809180259705
OC(=O)C(CC(N)C(=O)O)c1ccccc1,-9.0,-8.2,-5.5,12.487639904022217
OC(=O)C(N)(CCC(=O)O)c1ccccc1,-8.8,-8.0,-6.1,12.167173385620115
S(=O)(=O)(N)c1c(Nc2ccc([N+](=O)[O-])cc2)nccc1,-7.9,-9.9,-6.2,17.220489025115967
Clc1cc(Nc2ncccc2S(=O)(=O)N)ccc1Cl,-5.7,-9.9,-6.0,15.0999116897583
O1Cc2c(C(O)(CC(=O)N3CCOCC3)C1=O)cc1-c3nc4c(c(OC)c3Cn1c2=O)cccc4,35.8,-7.5,-7.7,33.44618582725525
O1C(C23C(C2)(C2(O)C(OC4(OC(C(C4)C4(OC(=O)C=C4)C)(C)C)C2)CC3)C1=O)c1ccoc1,29.9,-5.7,-8.0,28.35513186454773
O1C(C23C(C2)(C2C(OC4(OC(C(C4)C4(OC(=O)C=C4)C)(C)C)C2)(O)CC3)C1=O)c1ccoc1,29.0,-6.1,-7.7,28.73541283607483
S(=O)(=O)(NN=C(C(=O)O)C(=O)O)c1ccc(cc1)C,-8.7,-8.6,-6.3,18.97257947921753
s1c2c(n3c1n[nH]c3=O)ccc(c2)C,-8.7,-8.0,-5.1,6.186070919036865
Clc1n2c3c(sc2nn1)cc(cc3)C,-8.9,-8.0,-5.3,6.058536529541016
s1c2c(n3c1nnc3C)ccc(c2)C,-9.0,-7.9,-5.3,6.207000970840454
OCc1c([nH]c(=O)[nH]c1=O)C(=O)O,-8.6,-7.3,-5.5,7.209836483001709
O1C2OC(OC2C(OC)C1c1c(oc2c(c1=O)cccc2)N(c1ccccc1)C)(C)C,12.8,-4.4,-7.8,39.4221875667572
O=C1C(=C2C=CN(CCCN3CCCC3)C=C2)C(=O)c2c1cccc2,5.1,-9.9,-5.5,20.5606472492218
Clc1cc2C3(OC4(N(c2cc1)C(=O)C(=O)N4C)C=N3)c1ccccc1,5.9,-6.8,-7.5,16.743322372436523
O(c1n2c(nc(c2)c2ccccc2)ccn1)CC(=O)c1ccccc1,-3.8,-9.8,-7.5,28.6603901386261
Clc1nn2c(nc(c2)C(=O)O)c(c1)C,-9.0,-7.6,-5.4,7.590777158737183
s1c2n(c3c1cccc3)cc(n2)C(=O)O,-8.9,-7.6,-5.7,7.491734743118286
Clc1cc2nc3c(c(Nc4ccc(S(=O)(=O)N)cc4)c2cc1)cccc3,5.3,-7.8,-7.8,24.869415760040283
OC(=O)Cc1c(n(c2c1cccc2)C)CCC(=O)O,-8.9,-8.6,-6.1,15.407113552093506
O1C(CC(NC(=O)OCc2ccccc2)C1=O)(c1ccccc1)c1ccccc1,3.5,-10.0,-7.1,43.07594585418701
n1c2c3c(nc(nc3N)N)ccc2nc(c1C)C,-10.0,-7.7,-6.4,7.075084686279297
o1nc(nc1C(=O)N(CC)CC)c1c2c(ccc1)cccc2,-0.6,-10.0,-6.0,15.823177099227903
O=CN1C(CCC1)Cc1cc2c(cc1)cccc2,-6.0,-10.0,-6.0,9.55076289176941
Clc1cc2CN(CCc3ccccc3)COc2c2ncccc12,-3.8,-10.0,-6.3,16.82878303527832
O(C(=O)C(=O)c1c(NC(=O)C)cccc1)CC,-8.6,-7.7,-5.2,14.104005336761476
Clc1c(CN2Cc3c(OC2)c2c(cc3)cccc2)cccc1,3.0,-9.9,-6.6,14.690393686294556
O=C1c2[nH]c3c(c(=O)c2C(=O)c2[nH]c4c(c(=O)c12)cc(OC)cc4OC)cc(OC)cc3OC,49.1,-0.7,-7.7,26.218881368637085
OC1(c2c(NC1=O)cccc2)CC(=O)c1ccc(OC)cc1,-5.3,-9.9,-6.3,21.810842037200928
S1c2c(-c3c(C1)cccc3)[nH]n(c2=O)c1ccccc1,-0.5,-10.0,-6.8,10.714087724685667
OC(CN1CCC(n2c3c([nH]c2=O)cccc3)CC1)C1Oc2c(OC1)cccc2,1.1,-10.0,-8.4,41.7301869392395
S(=O)(=O)(Nc1c2c(c([N+](=O)[O-])cc1[N+](=O)[O-])cccc2)c1c(ccc(c1)C)C,2.8,-8.1,-7.5,36.720056772232056
O=C1C2(C(C3C(C4(C(=CC3)CC(OC(=O)C)CC4)C)CC2)CC1C1(O)c2c(NC1=O)cccc2)C,50.3,-2.5,-7.6,35.87724304199219
OC1(c2c(C(=O)C(=C1)OC)cccc2)CC(=O)N,-9.4,-7.9,-5.9,11.773183822631836
O=C(NO)c1nc(nc2c1cccc2)C,-8.7,-8.6,-5.9,7.326222896575928
O1C23C(=CC1(c1c3cccc1)C)CC(OC(=O)c1ccccc1)CC2,-3.8,-10.0,-6.8,19.85552978515625
O(C(=O)C(NC(=O)OCc1ccccc1)C)c1c([N+](=O)[O-])cccc1,-5.4,-9.9,-5.9,36.44130444526672
O1C(n2c3ncnc(N)c3c(c2)C(=O)N)C(O)C(O)C1C,-4.8,-10.0,-6.7,15.94180154800415
S(=O)(=O)(OCCN(N=O)C(=O)NC1CCCCC1)c1ccc([N+](=O)[O-])cc1,-2.9,-9.9,-6.3,47.897637367248535
S(=O)(=O)(N)c1ccc(/N=C/c2cc3c(nc2)cccc3)cc1,21.7,-10.0,-6.5,17.839271306991577
S(c1n2nc3c4c(c5c(c3nc2nn1)cccc5)cccc4)C,1.8,-6.9,-7.5,10.24634313583374
O=C1N2C(C(c3c1c(OC)c(OC)cc3)C(=O)O)c1c(CC2)cc2OCOc2c1,13.5,-2.6,-7.5,21.08240270614624
O(C1CC(N(O)C(C1)(C)C)(C)C)C(=O)CCC(=O)OC1CC(N(O)C(C1)(C)C)(C)C,7.8,-10.0,-6.6,51.13662910461426
S(c1c(cc(C(C)(C)C)cc1CO)CO)c1c(cc(C(C)(C)C)cc1CO)CO,18.5,-5.5,-7.7,45.09486198425293
o1c2c(c(cc1=O)C)cc(N)c(OC)c2,-9.0,-8.0,-5.2,7.332873344421387
[O-][N+](=O)c1cc(N2N=C(NN(C2)c2ccccc2)c2ccccc2)ccc1,6.2,-2.4,-7.9,31.40456962585449
N1(NC(=NN(C1)c1ccccc1)c1ccc(N)cc1)c1ccccc1,9.2,-2.4,-8.1,23.20214486122132
O=C1c2c(CC1)c(ccc2C)CC(=O)O,-8.9,-8.9,-5.6,7.817397594451904
O=Cc1cc2c(nc(nc2N)N)cc1,-8.6,-7.8,-5.3,7.199907541275024
BrC1C(O)Cn2n(C1)c(=O)c1c(c2=O)cc2c(c1)cccc2,7.0,-10.0,-8.0,8.80610728263855
S(=O)(=O)(N)c1c2c(occ2)c(OC)c2oc(=O)ccc12,-8.9,-7.4,-6.3,10.945429801940918
O(CC1(C2C(C3C(=CC2)CC(CC3)(C)C=C)(CCC1=O)C)C)C1OC(C(O)C(O)C1O)CO,12.1,-5.9,-8.1,46.02958679199219
O=C(CCc1ccccc1)CNc1c([N+](=O)[O-])c(nc(NC(=O)OCC)c1)N,-1.7,-9.8,-6.1,53.833903551101685
O(n1nnc2c(c1=O)cccc2)C(=O)c1ccccc1,-6.9,-9.8,-6.8,12.178273677825928
O=c1n(c2c(c(c1)C)cc([N+](=O)[O-])cc2)C,-9.0,-7.8,-5.6,7.425305128097534
Fc1cc(cc(c1)C(=O)O)C(=O)O,-8.9,-8.4,-5.1,7.082773923873901
Oc1c2-c3c(CC4N(CCc(c24)cc1OC)C)cc1OCOc1c3,-5.7,-5.7,-7.6,11.494454383850098
O(c1cc(cc(c1)C(=O)O)C(=O)O)C,-8.6,-7.6,-5.3,8.02883505821228
O1CC2(COC1c1cc([N+](=O)[O-])ccc1)COC(OC2)c1cc([N+](=O)[O-])ccc1,25.5,-9.8,-7.1,32.962318897247314
S(=O)(=O)(OCCOc1ccc(c2[nH]c3c(n2)cccc3)cc1)C,0.3,-9.8,-6.2,29.602508544921875
Fc1cc(NC(=O)NC(=O)C(F)(F)F)ccc1,-8.7,-8.5,-6.1,8.733858823776245
Fc1c(NC(=O)NC(=O)C(F)(F)F)cc(F)cc1,-9.0,-8.7,-6.3,9.512441396713257
Fc1cc(CC(N)c2n[nH]nn2)ccc1,-9.6,-8.4,-5.5,10.14285659790039
[O-][N+](=O)c1cc(N2CN(CN(C2)c2cc([N+](=O)[O-])ccc2)c2cc([N+](=O)[O-])ccc2)ccc1,17.4,-0.9,-7.5,55.02943730354309
Fc1c(CC(N)c2n[nH]nn2)cccc1,-9.5,-8.2,-5.4,9.472268342971802
Brc1c(CC(N)c2n[nH]nn2)cccc1,-9.5,-7.7,-5.4,10.87155055999756
Clc1c(CC(N)c2n[nH]nn2)cccc1,-9.5,-8.1,-5.5,10.795158624649048
Oc1ccc(CC(N)c2n[nH]nn2)cc1,-9.0,-8.3,-5.7,10.353010416030884
O(c1c(CC(N)c2n[nH]nn2)cccc1)C,-9.4,-7.4,-5.4,11.779568433761597
NC(Cc1ccc(cc1)C)c1n[nH]nn1,-8.9,-8.8,-5.7,9.98620867729187
S(=O)(=O)(N)c1ccc(/N=N/C2C(=NN(C2=O)C(=O)c2ccncc2)C)cc1,19.4,-10.0,-7.1,34.25391602516174
O=C1N(N=C(C1/N=N/c1cc([N+](=O)[O-])c(cc1)C)C)C(=O)c1ccncc1,17.1,-10.0,-6.9,35.21157264709473
Oc1c(C2=NC(NC(C2)c2ccccc2)c2ccccc2)cccc1,0.6,-3.4,-7.6,21.720449209213257
Oc1c(C2=NC(NC(C2)c2ccc(OC)cc2)c2ccc(OC)cc2)cccc1,18.3,-2.4,-7.5,38.078612089157104
Clc1ccc(C2(O)c3c(COc4c2cccc4)cccc3)cc1,-4.0,-9.9,-7.1,14.533292770385742
Clc1cc(NC(=O)ON2C(=O)c3c(C2=O)cccc3)c(OC)cc1OC,2.4,-10.0,-6.7,31.955525398254395
O1c2cc3-c4n(CCc3cc2OC1)/c(=N\c1ccccc1)/c1c(c4)ccc(OC)c1OC,24.1,3.6,-7.8,27.28958868980408
Clc1ccc(C2N3N(C4C2C(=O)OC4=O)C(C2C3C(=O)OC2=O)c2ccc(Cl)cc2)cc1,30.5,5.8,-7.7,32.583338022232056
O1C2(O)C3C4(C(C(C2O)C)C(OC(=O)C(O)(CC)C)C(=O)OC4CC2C3(C(O)C(=O)CC2C)C)C1,25.9,-0.9,-8.0,33.22378730773926
O1C2(O)C3C4(C(C(C2O)C)C(O)C(=O)OC4CC2C3(C(O)C(=O)CC2C)C)C1,5.6,-2.6,-8.9,11.72722601890564
O1c2cc(CN3NOC(=O)C3)ccc2OC1,-9.0,-8.1,-5.8,9.560889482498167
S(=O)(=O)(c1cc2c(nc(nc2N)N)cc1)c1ccccc1,-3.0,-9.9,-6.7,13.42171311378479
O(c1cc2c(c(O)c1)C(=O)C=C(OC)C2=O)C,-9.8,-8.1,-5.8,8.562264442443848
O1c2c(C(O)NC1=O)cc(cc2)CO,-9.1,-8.1,-5.6,6.930465459823608
O1C(OCC1)(C1(O)CC(O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC)C,22.9,-6.3,-7.8,22.70125222206116
O=C1N(N(CC1(C)C)c1ccccc1)C(=O)C(=O)N1N(CC(C1=O)(C)C)c1ccccc1,18.3,-1.3,-7.6,40.49681949615479
O=C1C2C3(c4c(C(C2C(=O)C=C1)c1c3cccc1)cccc4)C#N,0.4,-10.0,-6.7,11.3829083442688
Fc1cc2[nH]cc(c(=O)c2cc1)C(=O)O,-9.6,-8.3,-5.4,7.871042728424072
O=c1c2c([nH]cc1C(=O)O)cc(cc2)C(=O)N,-8.6,-8.7,-6.1,9.499539136886597
O=c1c2c([nH]cc1C(=O)O)cc(cc2)C(=O)O,-8.7,-8.7,-6.1,11.211670398712158
O=c1c2c([nH]cc1C(=O)O)cc([N+](=O)[O-])cc2,-8.7,-8.1,-5.9,9.177201986312866
Brc1ccc(COc2cc3[nH]cc(c(=O)c3cc2)C(=O)O)cc1,-2.9,-9.8,-6.7,23.57973551750183
Fc1ccc(OCCOc2cc3[nH]cc(c(=O)c3cc2)C(=O)O)cc1,-5.3,-9.9,-6.8,35.192338705062866
FC(F)(F)C(=O)N1CCC2(c3c(C1)cc1OCOc1c3)C=CC(=O)C=C2,5.0,1.0,-8.0,13.787517309188845
FC(F)(F)C(=O)N(CCC1(O)C2OC2C(=O)C2OC12)Cc1cc2OCOc2cc1,-1.2,-9.3,-7.5,48.18639421463013
O=C(n1c2c(c(CCC(=O)O)c1)cccc2)C,-9.6,-8.4,-5.8,11.297024965286257
O=C1C2(N(C(=O)NC2=O)c2ccccc2)c2c3c1cccc3ccc2,-1.1,-9.4,-7.6,15.47290301322937
O=C1c2c(-c3c1cccc3)c1c(cc2C(=O)O)cccc1,-4.5,-8.5,-7.5,10.99768090248108
O=C1N(C(=O)CC21CCCCC2)c1cc(O)c(cc1)C(=O)O,2.7,-10.0,-6.8,15.079790592193604
O=C1N(C(=O)CC21CCCCC2)c1cc([N+](=O)[O-])c(cc1)C,0.7,-9.9,-6.9,14.47377896308899
O=C1N(C(=O)CC2(CCCC2)C1)c1cc(CN2CCCCC2)c(O)cc1,4.3,-9.9,-7.3,22.334919214248657
O=C1N(C(=O)CC21CCCC2)c1cc(CN2CCCCC2)c(O)cc1,-0.5,-9.9,-7.4,22.060007333755493
O=C1N(CCN2CCCC2)C(=O)c2c3c1cc(OC)cc3ccc2,-0.0,-9.9,-6.5,18.222931385040283
S1CC(O)(CC1=O)c1ccc(cc1)c1ccccc1,2.5,-10.0,-6.4,11.36560606956482
Fc1cn(C2CC(CC2O)CO)c(=O)[nH]c1=O,-8.6,-7.5,-5.9,10.905819654464722
Clc1c(O)c(C2N(O)C3=C(N=N2)CCCC3)cc(Cl)c1,-0.9,-9.9,-6.8,11.095676183700562
