smiles,homo,lumo
c1sc(-c2ccc(-c3ccc(s3)-c3cccc4cCcc34)c3cCcc23)c2sccc12,-6.68133635,-7.948
c1cnc(s1)-c1ncc(-c2sc(-c3ccccc3)c3sccc23)c2nsnc12,-7.840430027,-8.8697
[nH]1c(cc2c3cocc3c3cccnc3c12)-c1scc2CC=Cc12,-7.282300491,-8.0718
c1sc(-c2cc3cc4ncccc4cc3s2)c2occc12,-6.046681684,-7.9761
c1ccc(s1)-c1sc(-c2sc(-c3scc4ccoc34)c3[se]ccc23)c2ccCc12,-6.762518849,-8.0722
c1ccc(s1)-c1sc(-c2ccc([se]2)-c2cccnc2)c2ccoc12,-6.650687351,-8.1674
C1C=c2c(cc3cc4ncc5ccc6nsnc6c5c4cc3c2=C1)C1=CC=CC1,-7.071284552,-8.3301
c1ccc2c(ccc3c2ncc2cc(-c4nccc5nsnc45)c4cscc4c32)c1,-7.517438553,-8.7183
c1ccc(o1)-c1cc2c3nsnc3c3c4occc4c4ccccc4c3c2c2c[nH]cc12,-6.368457562,-7.9312
c1c-c2[o]-c3c(-c2-nc1)c1ccccc1c1ccc2cscc2c31,-5.728455595,-7.8422
c1sc(C2=Cc3c(C2)c2ncc4ccc5nsnc5c4c2c2=C[SiH2]C=c32)c2[SiH2]C=Cc12,-6.959416228,-8.2282
c1ncc(s1)-c1cc2ccc3c4cnccc4ncc3c2c2nsnc12,-7.369590732,-8.7111
[nH]1c2cc(C3=CC=C[SiH2]3)c3nsnc3c2c2c3nsnc3c3ccc4=C[SiH2]C=c4c3c12,-7.181209133,-8.3798
c1cnc(s1)-c1ccc([se]1)-c1sc(-c2scc3ccCc23)c2ccsc12,-8.12583551,-8.4701
c1cnc(s1)-c1cc2c3c[nH]cc3c3c(c4nsnc4c4ccc5=C[SiH2]C=c5c34)c2s1,-5.947266695,-7.8103
c1ccc(o1)-c1ccc([se]1)-c1sc(-c2scc3cc[se]c23)c2cc[se]c12,-6.779129672,-8.1321
[nH]1ccc2c1cc(-c1ccc3ccc4=CCC=c4c3c1)c1cocc21,-5.297302189,-7.3253
[nH]1c2cc(-c3scc4cc[nH]c34)c3=CCC=c3c2c2ncc3ccc4nsnc4c3c12,-7.214427944,-8.2403
[nH]1c(cc2oc3c(c4nsnc4c4ccc5=CCC=c5c34)c12)-c1scc2C=CCc12,-6.827277737,-8.1393
c1cnc(s1)-c1sc(-c2sc(-c3ccc[se]3)c3occc23)c2cc[SiH2]c12,-6.781947108,-8.1925
[SiH2]1C=c2c(cc3ncc4c5[SiH2]C=Cc5cnc4c3c2=C1)-c1scc2cc[nH]c12,-6.956362057,-8.1365
c1cc2c(s1)c1c3nsnc3c3cc(cnc3c1c1=C[SiH2]C=c21)-c1scc2cc[se]c12,-8.871798534,-9.1473
c1sc(-c2sc(-c3ccc(cn3)-c3nccc4nsnc34)c3cc[nH]c23)c2occc12,-7.536307071,-8.5199
[nH]1c2ccncc2c2c1c1c3ccccc3c(cc1c1=C[SiH2]C=c21)-c1cncc2nsnc12,-7.845355499,-8.7087
c1ccc([se]1)-c1ccc(-c2sc(-c3ccccn3)c3cc[SiH2]c23)c2nsnc12,-7.348518436,-8.5776
[nH]1c(cc2cc3ccc4cc[nH]c4c3cc12)-c1scc2cc[nH]c12,-5.311701811,-7.2512
[nH]1c2cc3C=C(Cc3cc2c2cnccc12)c1nccc2nsnc12,-7.364527053,-8.6082
c1ccc(o1)C1=Cc2sc3c(c2C1)c1cocc1c1cccnc31,-5.677880886,-7.6955
c1sc(C2=Cc3ccc4c5ccccc5c5=C[SiH2]C=c5c4c3C2)c2occc12,-5.961229152,-7.7456
[nH]1c2ccc3cocc3c2c2[se]c3cc(-c4scc5sccc45)c4=CCC=c4c3c12,-5.6982451,-7.6267
[nH]1c(cc2cc3oc4ccc5=CCC=c5c4c3cc12)-c1scc2C=C[SiH2]c12,-5.86920399,-7.581
c1ccc(o1)-c1ccc([se]1)-c1sc(c2[SiH2]ccc12)-c1scc2cc[se]c12,-6.32227285,-7.9209
C1C=CC=C1c1cc2ncc3c4CC=Cc4[se]c3c2c2cscc12,-5.854861455,-7.7749
c1c-c2cc3c4cCcc4c4ccccc4c3cc2-nc1,-5.230036175,-7.5167
c1sc(-c2cc3c(o2)c2cnc4ccc5ccccc5c4c2c2ccccc32)c2sccc12,-5.839188699,-7.7896
c1cc2cn-c3c(-c2c2c[SiH2]cc12)c1cscc1c1ccc2ccccc2c31,-6.560844539,-8.1102
c1ccc(s1)-c1sc(-c2sc(-c3scc4[SiH2]ccc34)c3[nH]ccc23)c2[nH]ccc12,-6.81108245,-7.8999
[nH]1c-2c(Cc3cc(-c4scc5CC=Cc45)c4c[nH]cc4c-23)c2ccccc12,-5.427705383,-7.2156
c1cc2c3cscc3c3c4oc(cc4c4ccccc4c3c2o1)-c1scc2sccc12,-6.195225345,-7.9279
c1cc2oc3c4ccc(cc4oc3c2o1)-c1ccccc1,-4.280587316,-7.1925
c1ccc(s1)-c1cc2cc3c4nsnc4c4ccc5nsnc5c4c3cc2o1,-6.870010285,-8.5183
c1ccc(o1)-c1cc2ccc3c4occc4oc3c2c2nsnc12,-6.38129405,-8.2126
[nH]1ccc2c3c[nH]cc3c3c(cnc4cc(C5=CC=C[SiH2]5)c5=CCC=c5c34)c12,-5.827975162,-7.4789
c1cc2oc3c(c2s1)c1=C[SiH2]C=c1c1cc(-c2ccc[se]2)c2nsnc2c31,-7.391091025,-8.5188
[nH]1c2-c3cnccc3[SiH2]c2c2c1cc(-c1scc3sccc13)c1ccccc21,-5.556416111,-7.5987
c1cc2-[s]c3c(-c2s1)c1cCcc1c1ccc2cscc2c31,-6.336801417,-7.9148
c1cc2c3cocc3c3c(c4c[nH]cc4c4cc(-c5ccccn5)c5cscc5c34)c2s1,-5.923150783,-7.6389
[nH]1ccc2c1c1cc3ccc(cc3cc1c1=CCC=c21)-c1cccc2cscc12,-5.576958711,-7.5447
C1C=Cc2sc3c4oc(cc4sc3c12)-c1cccs1,-5.572072187,-7.6564
c1ccc(o1)-c1cc2cnc3c(ncc4ccc5=CCC=c5c34)c2[se]1,-6.249652517,-7.958
c1sc(-c2ccc(s2)-c2ncc(s2)-c2cccc3c[nH]cc23)c2ccsc12,-6.713330457,-8.1061
[nH]1c(ccc1-c1cccc2nsnc12)-c1ccc(-c2cccc3nsnc23)c2cscc12,-7.229430594,-8.3939
c1sc(-c2ccc3c(c2)[se]c2ccc4c[nH]cc4c32)c2cc[nH]c12,-5.357695355,-7.2937
c1[SiH2]c(cc1)-c1ncc(-c2sc(-c3ccc[se]3)c3[nH]ccc23)c2nsnc12,-7.561347074,-8.4678
c1sc(C2=Cc3c([SiH2]2)c2sc4ccc5ccccc5c4c2c2nsnc32)c2C=CCc12,-8.057947302,-8.6249
c1sc(-c2ccc3c(c2)sc2c3c3cscc3c3ccc4c[nH]cc4c23)c2occc12,-5.867688335,-7.639
[SiH2]1C=c2c3C=C[SiH2]c3c3[SiH2]C(=Cc3c2=C1)c1scc2[SiH2]C=Cc12,-7.328177798,-8.1863
c1cc2c3c[nH]cc3c(cc2cn1)C1=Cc2c([SiH2]1)ccc1cscc21,-6.304374309,-7.8737
c1sc(-c2ccc(-c3ccc(s3)-c3cncc4nsnc34)c3c[SiH2]cc23)c2[se]ccc12,-7.821590693,-8.665
c1sc(c2C=CCc12)-c1ccc2ccc3=C[SiH2]C=c3c2c1,-6.143515508,-7.829
c1cc2sc3c(cnc4cc(cnc34)-c3cccc4c[nH]cc34)c2o1,-6.027080339,-7.7853
[nH]1c2cc(cnc2c2c1ccc1=C[SiH2]C=c21)-c1cccs1,-6.443113331,-7.8872
c1cc2ncc3c4oc(cc4c4=CCC=c4c3c2c2ccccc12)-c1ncncn1,-6.451792592,-8.2316
[nH]1ccc2c3cscc3c3c4oc(cc4ccc3c12)-c1scc2ccoc12,-5.685557696,-7.5913
c1cc2c3c[nH]cc3c3c(c2o1)c1=C[SiH2]C=c1c1cc(-c2ccccn2)c2=CCC=c2c31,-6.656837038,-7.817
c1sc(-c2cnc3c(c2)c2c[nH]cc2c2c4ncccc4cnc32)c2nccnc12,-7.331452713,-8.446
[nH]1c2cc(-c3scc4[nH]ccc34)c3c[nH]cc3c2c2ccc3cccnc3c12,-5.440833799,-7.2063
[nH]1cccc1-c1cc2c(c3ccccc13)c1c3nsnc3c3C=C[SiH2]c3c1c1=C[SiH2]C=c21,-7.128915498,-8.2767
c1sc(-c2cnc3c(c2)[se]c2c3c3c[nH]cc3c3ccc4cocc4c23)c2sccc12,-6.054591573,-7.7749
c1cnc2c(ccc3c4sc(cc4c4=CCC=c4c23)-c2cccc3ccccc23)c1,-5.952527025,-7.7297
c1sc(-c2cc3cnc4c5c6cocc6ccc5c5ccccc5c4c3s2)c2nccnc12,-7.519315285,-8.6804
c1ccc([se]1)-c1cc2sc3c(oc4cc[se]c34)c2c2nsnc12,-7.133235811,-8.577
[nH]1cccc1-c1ccc(nc1)-c1sc(-c2nccc3nsnc23)c2ccoc12,-7.324633298,-8.5616
[nH]1c2cc(-c3ccc[se]3)c3nsnc3c2c2ncc3ccncc3c12,-6.866559368,-8.4143
[nH]1c2cc(ncc2c2c3c[nH]cc3c3ccc4ccccc4c3c12)-c1cccc2nsnc12,-6.856795518,-8.1534
c1sc(c2CC=Cc12)-c1cc2c3cocc3c3c4ccccc4ncc3c2c2nsnc12,-7.034987514,-8.408
[nH]1-c2ccc3cCcc3c2-c2c3cocc3c3-cc[SiH2]c3c12,-5.860554512,-7.4601
[nH]1c(cc2ncc3c4CC=Cc4[se]c3c12)-c1ccco1,-5.169566249,-7.4566
c1ccc(-c2ccc([se]2)-c2ccc([se]2)-c2cccc3c[nH]cc23)c2c[SiH2]cc12,-7.061163689,-8.1424
C1C=CC=C1c1cc2c3nsnc3c3c(ncc4ccc5cscc5c34)c2c2ccccc12,-6.460787783,-8.1424
[nH]1cccc1-c1cc2cc3[se]c4ccc5cscc5c4c3cc2cn1,-6.17328594,-7.942
[nH]1c2ccncc2c2cnc3cc(sc3c12)-c1cccc2cscc12,-6.110747646,-8.0522
c1cc2CC(=Cc2c2cocc12)c1cccc2=CCC=c12,-6.23478442,-7.7273
C1C=c2c3c4CC=Cc4oc3c3c4nsnc4c(cc3c2=C1)-c1cncs1,-7.128693815,-8.3692
[nH]1ccc2cc3sc4C=C(Cc4c3cc12)c1scc2cc[se]c12,-7.696130638,-8.4349
c1cc2c3c[nH]cc3c3C=C(Cc3c2o1)c1scc2cc[nH]c12,-5.515538524,-7.2206
c1sc(-c2ccc3c(cnc4c3ccc3ccc5=CCC=c5c43)c2)c2cc[nH]c12,-5.615287403,-7.4837
[nH]1c(cc2ncc3c4CC=Cc4c4=C[SiH2]C=c4c3c12)-c1scc2C=CCc12,-6.523056826,-7.9535
[nH]1c(ccc1-c1cccc2ccccc12)-c1ccc(cc1)-c1cccs1,-5.145481516,-7.343
[nH]1ccc2sc3c(c12)c1=CCC=c1c1cc(-c2scc4CC=Cc24)c2nsnc2c31,-7.044005583,-8.1958
c1cc2[se]c3c(c4cscc4c4cc(-c5scc6[nH]ccc56)c5cocc5c34)c2[se]1,-6.431743706,-7.9143
c1sc(C2=Cc3cnc4c(c3[SiH2]2)c2cscc2c2ccc3=CCC=c3c42)c2CC=Cc12,-6.490032401,-7.9261
c1cnc(s1)-c1sc(-c2[SiH2]c(cc2)-c2cccnc2)c2sccc12,-7.121164638,-8.4073
[SiH2]1C=c2c3C=C[SiH2]c3c3cnc4cc(-c5cccc6nsnc56)c5cscc5c4c3c2=C1,-7.075714402,-8.3216
C1C=CC=C1c1cc2sc3c(c2c2c[nH]cc12)c1ccccc1c1ccc2cocc2c31,-5.764385858,-7.5195
[nH]1ccc2Cc3c(cnc4cc(-c5cccc6=C[SiH2]C=c56)c5nsnc5c34)-c12,-6.840353081,-8.1166
[nH]1ccc2c1c1[SiH2]C(=Cc1c1=CCC=c21)c1scc2C=C[SiH2]c12,-6.380737302,-7.6941
c1sc(-c2cnc(s2)-c2sc(-c3cccc4cocc34)c3cc[nH]c23)c2nccnc12,-7.547458642,-8.5543
[nH]1c2-c3occc3[SiH2]c2c2oc(cc12)-c1cncs1,-5.575624151,-7.5411
c1cnc(s1)-c1sc(-c2sc(-c3scc4occc34)c3cc[SiH2]c23)c2ccsc12,-6.963359715,-8.2881
[nH]1c2cc(oc2c2cc3CC=Cc3cc12)-c1scc2cc[nH]c12,-5.238069954,-7.2019
[nH]1ccc2ccc3c4cnc(cc4c4nsnc4c3c12)-c1ccco1,-6.341445864,-8.1772
c1Cc(cc1)-c1ccc(-c2cnc(-c3ccccn3)c3nsnc23)c2cocc12,-7.583896463,-8.6106
c1cc2cc3c(cc2c2ccccc12)c1ncc(cc1c1=C[SiH2]C=c31)-c1ncncn1,-6.516041254,-8.2757
[nH]1cccc1-c1ccc(nc1)-c1ccc([se]1)-c1ccccc1,-5.563494833,-7.6507
[nH]1cccc1-c1cc2oc3c(cnc4ccc5ccccc5c34)c2c2c[nH]cc12,-5.131339085,-7.28
c1ccc2c3[se]c4cc(-c5cccc6cscc56)c5cocc5c4c3ncc2c1,-5.826468402,-7.7918
C1C=c2cccc(-c3cnc4c5CC=Cc5c5=C[SiH2]C=c5c4c3)c2=C1,-6.421512183,-7.8999
c1ccc([se]1)-c1cc2c(ccc3ccccc23)c2cscc12,-5.930301484,-7.8469
c1ncc(s1)-c1cc2c(s1)c1cc3c4nsnc4ccc3cc1c1ccccc21,-6.271906927,-8.2323
c1sc(C2=Cc3cc4c5cscc5c5ccc6c[nH]cc6c5c4cc3C2)c2C=CCc12,-5.760305337,-7.5079
[nH]1ccc2Cc3c(-c12)c1cscc1c1cc([se]c31)-c1scc2[se]ccc12,-6.505230515,-7.9163
c1ccc(nc1)-c1ccc2c(c1)oc1c2c2nsnc2c2ccc3c[nH]cc3c12,-6.188577591,-7.9598
c1sc(C2=Cc3ncc4c(c3C2)c2nsnc2c2ccc3cocc3c42)c2nccnc12,-7.467725541,-8.619
c1cc2ccc3c(c4cscc4c4cc(-c5scc6nccnc56)c5cocc5c34)c2[se]1,-7.289337667,-8.5197
c1ccc(nc1)-c1cc2c([se]1)c1c3cocc3c3ccc4cocc4c3c1c1=CCC=c21,-6.411744465,-7.9309
c1cnc2c(c1)c1=CCC=c1c1cc(-c3nccc4nsnc34)c3ccccc3c21,-7.432161291,-8.5607
C1C=CC=C1c1cc2ccc3c4ccccc4c4=C[SiH2]C=c4c3c2o1,-5.923438531,-7.7284
c1sc(-c2Cc(cc2)-c2ccc(cc2)-c2ccccc2)c2ccCc12,-5.763763817,-7.5943
[SiH2]1C=Cc2cnc3c4ccc(cc4c4cscc4c3c12)-c1scc2occc12,-5.889127972,-7.8185
[nH]1ccc2c1c1ccc3cc([se]c3c1c1ccccc21)-c1scc2nccnc12,-7.424963062,-8.5674
[nH]1c2cc(ccc2c2[se]c3C=CCc3c12)-c1scc2ccsc12,-5.466878283,-7.4835
c1cc2cc3c(cc2c2nsnc12)c1oc(cc1c1=C[SiH2]C=c31)-c1cncc2nsnc12,-7.524918863,-8.7142
c1cc2cc3c(cc2[se]1)c1oc(cc1c1=C[SiH2]C=c31)-c1cncc2nsnc12,-7.526056639,-8.6653
C1C=CC=C1c1cc2c3nsnc3c3c4CC=Cc4ncc3c2c2cocc12,-6.713448535,-8.2112
c1cnc(s1)-c1ccc(-c2ccc(-c3cccc4cocc34)c3c[nH]cc23)c2cocc12,-6.124218266,-7.7701
c1sc(-c2sc(-c3cnc(s3)-c3cccc4ccccc34)c3[nH]ccc23)c2occc12,-6.645843124,-7.9984
c1cc2cc3ncc4C=C(Cc4c3cc2s1)c1cccc2=CCC=c12,-6.366849274,-7.9241
[SiH2]1C=Cc2c1c1oc3cc(-c4scc5nccnc45)c4cscc4c3c1c1cscc21,-7.333110306,-8.442
[nH]1ccc2c3cscc3c3c(oc4cc(-c5scc6occc56)c5nsnc5c34)c12,-7.019740887,-8.2874
[nH]1c(cc2cc3c(cc12)c1c2cscc2ccc1c1=CCC=c31)-c1scc2[SiH2]C=Cc12,-5.889443508,-7.5973
c1ccc2c(cnc3c2c2cscc2c2cc(-c4nccc5nsnc45)c4=CCC=c4c32)c1,-7.605973339,-8.522
c1ccc(o1)-c1ccc(-c2ccc(-c3scc4occc34)c3cCcc23)c2cocc12,-6.508584246,-7.9013
c1cc2c(c3nsnc13)c1ncc3cc(ncc3c1c1=C[SiH2]C=c21)-c1ncncn1,-7.451627026,-8.7046
C1C=Cc2[se]c3c4oc(cc4c4nsnc4c3c12)-c1scc2occc12,-6.637807166,-8.1986
c1ccc(o1)-c1sc(-c2Cc(cc2)-c2scc3cc[SiH2]c23)c2ccoc12,-6.538886468,-7.9348
c1sc(-c2cc3sc4c(c5cscc5c5ccc6cscc6c45)c3[se]2)c2cc[nH]c12,-6.496443959,-7.9456
c1ccc(o1)-c1[SiH2]c(cc1)-c1ccc(o1)-c1nccs1,-6.516145973,-8.0513
C1C=c2c3C=C[SiH2]c3c3c4cscc4c4cc(C5=CC=CC5)c5cocc5c4c3c2=C1,-6.662877914,-7.9041
C1C=c2c(cc3sc4cc5C=C[SiH2]c5cc4c3c2=C1)-c1cccc2cscc12,-6.123961485,-7.7732
C1C=Cc2cc3c4cocc4c4cc(ncc4c3cc12)-c1ccccn1,-5.329852163,-7.5324
c1cc2ccc3c(sc4cc(-c5scc6ccsc56)c5cscc5c34)c2[se]1,-7.133741529,-8.37
C1C=CC=C1c1cc2c3nsnc3c3c4CC=Cc4c4c[nH]cc4c3c2[se]1,-8.458450713,-8.7759
c1cc2sc3cc4cc(ccc4cc3c2[se]1)-c1cccc2=CCC=c12,-5.927028292,-7.6968
c1ccc(C2=Cc3cc4c5cscc5c5ccc6c[nH]cc6c5c4cc3C2)c2nsnc12,-7.092841879,-8.2319
[nH]1c2-c3ncccc3[SiH2]c2c2c1cc(-c1scc3ccoc13)c1ccccc21,-5.422919705,-7.4714
c1ccc([se]1)-c1ccc(cc1)-c1ccc([se]1)-c1cccc2cocc12,-6.039778976,-7.8597
c1sc(-c2ncc(s2)-c2ccc([se]2)-c2cccc3c[SiH2]cc23)c2Cccc12,-6.938880004,-8.2364
[nH]1c(cc2c3cocc3c3cc4cc[se]c4cc3c12)-c1scc2nccnc12,-7.233042865,-8.4552
[nH]1cccc1-c1cc2c3cocc3c3c4c5c[nH]cc5ccc4c4=CCC=c4c3c2s1,-5.936238773,-7.4912
c1cc2Cc-3c(-[o]c4ccc5c[nH]cc5c-34)-c2c2cCcc12,-5.855991154,-7.4181
c1sc(-c2ccc(cc2)-c2sc(-c3ccccc3)c3ccoc23)c2ccCc12,-5.932314049,-7.7571
c1cc2cnc3c(ncc4cc(-c5nccc6nsnc56)c5cscc5c34)c2[se]1,-7.661840352,-8.7635
[nH]1c2ccc3=C[SiH2]C=c3c2c2c3cscc3c3cc(-c4nccs4)c4ccccc4c3c12,-6.469540383,-7.9081
c1sc(-c2cc3c([se]2)c2ccc4ccc5cocc5c4c2c2=C[SiH2]C=c32)c2CC=Cc12,-8.597132453,-8.6334
c1sc(C2=Cc3c(C2)c2cc4c5nsnc5ccc4cc2c2=C[SiH2]C=c32)c2C=CCc12,-6.889071138,-8.1651
c1cc2cc3c(cc2c2nsnc12)c1oc(cc1c1=CCC=c31)-c1cncc2nsnc12,-7.466741074,-8.6885
[nH]1c2cc(-c3scc4[nH]ccc34)c3nsnc3c2c2ncc3ccc4ccccc4c3c12,-6.600511029,-8.0108
c1ncc(s1)-c1sc(-c2ccc(-c3cccc4c[nH]cc34)c3cCcc23)c2ccoc12,-6.749327338,-7.9929
[nH]1ccc2cc3c4nsnc4c4cc(ccc4c3cc12)-c1cncs1,-5.701389739,-7.8832
[nH]1c2-c3ccccc3[SiH2]c2c2ncc(cc12)-c1ccc[se]1,-5.158985967,-7.4635
c1ncc(-c2cc3sc4c(c5nsnc5c5ccc6=C[SiH2]C=c6c45)c3[se]2)c2nsnc12,-8.017144383,-8.8988
c1ncc(s1)-c1Cc(cc1)-c1ccc(-c2ncncn2)c2nsnc12,-7.481106051,-8.8279
c1cc2c3cocc3c3cc(oc3c2s1)-c1cncc2nsnc12,-7.429739935,-8.7166
c1ccc(o1)C1=Cc2c([SiH2]1)c1c3c[nH]cc3c3ccc4nsnc4c3c1c1cocc21,-6.677988705,-7.9887
c1ccc(nc1)-c1ccc(-c2ccc(-c3nccc4nsnc34)c3cocc23)c2cocc12,-7.390553639,-8.5675
c1ccc(cn1)C1=Cc2c(C1)c1c(c3ccccc23)c2cnccc2c2=CCC=c12,-7.91371042,-8.3123
c1ccc(nc1)-c1cnc2c(c1)sc1c2c2=C[SiH2]C=c2c2ccncc12,-6.547539305,-8.2295
c1cc2c3c[nH]cc3c3c(cnc4cc(-c5ccc[se]5)c5nsnc5c34)c2s1,-6.89318644,-8.3572
c1cc2c3ccccc3c3c4sc(cc4cnc3c2c2nsnc12)-c1ncncn1,-7.078091094,-8.5659
c1sc(-c2Cc(cc2)-c2sc(-c3scc4[se]ccc34)c3sccc23)c2cc[se]c12,-7.24006933,-8.3186
c1ccc(s1)-c1ccc(nc1)-c1ccc(-c2scc3Cccc23)c2c[SiH2]cc12,-6.810637041,-8.0654
[nH]1ccc2cc3c(cc12)c1[SiH2]C(=Cc1c1ccccc31)c1ccco1,-5.777673448,-7.554
c1ncc(s1)-c1cc2c(o1)c1cnc3cccnc3c1c1ccccc21,-8.072266136,-8.9248
c1sc(-c2sc(-c3ccc(cn3)-c3nccc4nsnc34)c3sccc23)c2ccCc12,-7.592921226,-8.6169
[SiH2]1C=Cc2[se]c3c(c12)c1nsnc1c1cc(-c2scc4[nH]ccc24)c2nsnc2c31,-8.027695698,-8.5281
C1C=Cc2ccc3c4cnc(cc4c4c[nH]cc4c3c12)-c1cccc2nsnc12,-6.820860933,-8.2194
[nH]1c2ccccc2c2cc3c4cocc4c(cc3cc12)-c1nccs1,-5.687736182,-7.7681
c1ccc(cn1)-c1ccc(cn1)-c1cccc2cCcc12,-5.936576915,-7.7596
c1sc(c2C=C[SiH2]c12)-c1cc2ccc3c([se]c4ccc5cscc5c34)c2c2=C[SiH2]C=c12,-7.715315454,-8.1383
c1sc(-c2ncc(s2)-c2ncc(s2)-c2nccc3nsnc23)c2sccc12,-7.53419612,-8.8251
[nH]1cccc1-c1ncc(s1)-c1ncc(-c2ncncn2)c2nsnc12,-7.74899175,-9.0208
[nH]1ccc2[nH]c3cc([nH]c3c12)-c1scc2CC=Cc12,-4.866332648,-6.8725
[nH]1cccc1-c1sc(-c2ncc(s2)-c2Cccc2)c2nccnc12,-7.525980592,-8.5274
c1sc(c2[SiH2]C=Cc12)-c1cc2oc3c(ccc4ccc5=C[SiH2]C=c5c34)c2c2c[nH]cc12,-6.279116849,-7.7889
c1sc(-c2cc3oc4ccc5c[nH]cc5c4c3o2)c2sccc12,-5.70396786,-7.531
[nH]1cccc1-c1sc(-c2ccc([nH]2)-c2cncc3nsnc23)c2[SiH2]ccc12,-7.723078431,-8.6163
c1sc(-c2ccc(o2)-c2ccc(o2)-c2ccccc2)c2[se]ccc12,-5.732137473,-7.6526
[nH]1ccc2[se]c3cc4cc([se]c4cc3c12)-c1scc2C=CCc12,-5.515143412,-7.5655
c1ccc(-c2sc(c3Cccc23)-c2ccc(-c3ncncn3)c3cCcc23)c2c[nH]cc12,-7.018756128,-8.2148
c1ccc(o1)-c1cnc2c(cnc3c4occc4c4=C[SiH2]C=c4c23)c1,-6.620435577,-8.1304
c1cc2oc3c([se]c4cc(-c5cncc6nsnc56)c5=CCC=c5c34)c2c2ccccc12,-7.587678123,-8.6073
c1[SiH2]c-2c(Cc3c-2c2ccccc2c2ccc4cCcc4c32)c1,-6.015622092,-7.6215
c1sc(-c2ncc(s2)-c2ccc(-c3scc4cc[nH]c34)c3cscc23)c2cc[SiH2]c12,-6.56080282,-7.9953
c1ccc([se]1)-c1sc(-c2sc(c3[SiH2]ccc23)-c2ccccc2)c2nccnc12,-7.668215484,-8.62
c1ccc(cn1)-c1ccc(-c2sc(-c3cccc4cocc34)c3ccoc23)c2cscc12,-6.579768905,-8.0615
c1ccc(o1)-c1ccc(cn1)-c1sc(-c2scc3ccsc23)c2[nH]ccc12,-6.440230131,-7.9085
C1C=Cc2oc3c4oc(cc4c4=C[SiH2]C=c4c3c12)-c1ncncn1,-6.653469804,-8.2095
c1sc(-c2[SiH2]c(cc2)-c2ccc(-c3ccccc3)c3c[SiH2]cc23)c2occc12,-7.106223787,-8.124
c1ccc2cc3c(cnc4cc(-c5cccc6cscc56)c5c[nH]cc5c34)cc2c1,-5.856424751,-7.6844
c1sc(-c2ccc(-c3ncc(-c4scc5[nH]ccc45)c4nsnc34)c3nsnc23)c2cc[nH]c12,-7.481449653,-8.379
[nH]1ccc2c3c[nH]cc3c3c(ccc4cc(ncc34)-c3cncs3)c12,-5.483026947,-7.4875
c1sc(-c2cc3oc4c5cnccc5sc4c3[se]2)c2[nH]ccc12,-6.068585741,-7.8911
c1cc2ccc3c(ncc4cc(cnc34)-c3cccc4ccccc34)c2[se]1,-5.665770103,-7.8459
c1ccc(-c2cc3cnc4c([se]c5ccc6nsnc6c45)c3c3c[nH]cc23)c2c[nH]cc12,-6.749433243,-8.0901
c1cc2c3c[nH]cc3c3c(ccc4cc(-c5scc6cc[nH]c56)c5cscc5c34)c2[se]1,-7.19077594,-8.0372
c1cc2ncc3C=C([SiH2]c3c2c2ccccc12)c1cncc2nsnc12,-7.555186209,-8.6975
[nH]1c(ccc1-c1ncc(-c2scc3[se]ccc23)c2nsnc12)-c1scc2ccCc12,-7.741599726,-8.6768
c1cnc-2c([SiH2]c3c-2ccc2ccc4c[SiH2]cc4c32)c1,-6.165069963,-7.9116
c1ccc(o1)C1=Cc2c([SiH2]1)c1ccc3ccncc3c1c1cscc21,-6.357235544,-8.0002
c1ncc(s1)-c1cc2ccc3c4ccccc4c4=CCC=c4c3c2o1,-5.836089616,-7.7996
c1ccc(s1)-c1cc2[se]c3c(c4c[nH]cc4c4ccc5cscc5c34)c2c2cocc12,-6.103343946,-7.7475
[nH]1c2cc(-c3scc4ccoc34)c3ccccc3c2c2cnc3ccc4c[nH]cc4c3c12,-5.645727172,-7.5805
[nH]1c2ccoc2c2c3nsnc3c3cc(cnc3c12)-c1scc2[se]ccc12,-6.291906476,-8.1114
c1cnc(s1)-c1cnc(-c2cnc(s2)-c2scc3ccoc23)c2nsnc12,-7.654120635,-8.8995
c1cc2c3cocc3c3c4CC(=Cc4c4nsnc4c3c2s1)c1cccc2cscc12,-6.948267033,-8.2938
c1ncc(s1)-c1cc2ncc3c(oc4ccc5c[nH]cc5c34)c2c2=C[SiH2]C=c12,-6.5906542,-8.0898
c1ccc(s1)-c1cc2cc3c4ccccc4c4ccncc4c3cc2c2=C[SiH2]C=c12,-6.328795461,-8.0253
c1sc(-c2ccc(s2)-c2ccc(-c3cccc4nsnc34)c3nsnc23)c2cc[SiH2]c12,-7.383214461,-8.5475
c1cc2c3cscc3c3c(ncc4cc(cnc34)-c3cccc4cscc34)c2o1,-6.087364977,-8.0129
c1ccc(cc1)-c1ccc2c(c1)c1c[nH]cc1c1ccc3ccccc3c21,-6.971997535,-8.274
c1cc2c(o1)c1cc3c(cc(-c4cccnc4)c4=CCC=c34)cc1c1=CCC=c21,-5.783728394,-7.6183
[nH]1c2ccc3ccccc3c2c2ccc3C=C([SiH2]c3c12)c1cccc2ccccc12,-5.295638396,-7.4389
c1cnc2c(c1)ncc1c3oc(cc3c3cocc3c21)-c1cccc2cocc12,-6.235467905,-7.98
c1ccc(cn1)-c1ccc2c(c1)ncc1cc3ccc4nsnc4c3cc21,-9.053743216,-9.1517
